age,booking_lead_time,trip_length,cabin_type,group_size,loyalty_status,paid_in_full,prior_cruises,customer_income,email_engagement_score,phone_verified,has_insurance,on_mailing_list,website_visits_last_month,survey_participation,preferred_contact_method,travel_history_score,referral_source,gift_certificate_used,canceled
27,62,3,Interior,1,None,1,3,17358.5,0.59,1,0,0,2,Partial,Email,51.41,Friend,0,0
73,256,7,Balcony,2,None,1,2,90073.8,0.53,1,1,0,2,No,Email,65.87,Friend,0,1
47,7,14,Balcony,3,None,0,0,106448.4,0.34,0,0,1,1,Yes,Email,40.61,Friend,0,1
67,155,3,Oceanview,4,Silver,0,1,131830.54,0.53,0,0,0,1,No,Text,6.7,Friend,0,1
76,92,7,Oceanview,3,None,1,1,96187.56,0.47,0,1,0,3,Yes,Text,53.41,Social Media,0,0
62,14,10,Oceanview,4,Platinum,1,1,85191.78,0.47,0,0,0,4,No,Text,56.66,Social Media,0,0
22,229,10,Balcony,2,None,1,0,74833.13,0.36,1,1,0,1,No,Email,56.18,Social Media,0,0
72,86,7,Oceanview,2,None,1,3,100834.0,0.27,1,1,0,2,Yes,Text,28.37,Ad,0,0
73,133,5,Interior,3,Silver,1,2,48521.88,0.41,1,0,1,1,No,Text,94.67,Friend,0,0
50,183,3,Oceanview,2,None,0,3,64651.66,0.58,1,0,0,2,Yes,Email,33.43,Friend,0,0
71,62,7,Interior,3,Gold,1,1,49546.35,0.49,1,0,1,4,No,Phone,51.53,Social Media,0,0
18,219,7,Balcony,2,Silver,1,0,69274.61,0.77,1,1,1,0,No,Email,53.76,Social Media,0,0
35,246,14,Interior,3,None,1,1,63257.06,0.49,0,1,1,3,No,Email,62.29,Friend,0,0
49,230,3,Balcony,2,Gold,1,1,61225.23,0.53,1,0,0,4,Partial,Email,39.66,Social Media,0,0
64,79,7,Interior,5,None,1,2,65803.72,0.5,1,0,1,2,No,Phone,57.84,Ad,0,0
66,149,3,Interior,3,Platinum,1,3,91324.22,0.34,1,1,0,4,No,Email,74.28,Ad,0,0
28,138,5,Balcony,2,Gold,1,0,123069.88,0.5,1,0,1,3,Partial,Email,43.12,Ad,0,0
38,314,7,Suite,4,Silver,1,1,93648.05,0.34,1,0,1,1,Partial,Phone,42.41,Search Engine,0,0
43,65,7,Balcony,3,None,1,2,67801.99,0.49,1,0,1,1,No,Email,34.85,Search Engine,0,0
42,13,7,Interior,2,None,1,2,98140.22,0.24,1,1,1,2,Partial,Email,53.65,Friend,0,1
39,213,14,Interior,4,None,1,2,88307.04,0.49,1,0,1,2,Partial,Email,36.69,Search Engine,0,1
76,242,7,Balcony,4,None,1,2,90078.06,0.52,1,0,1,3,Yes,Phone,60.37,Social Media,1,0
44,213,14,Oceanview,1,None,0,1,84305.71,0.53,1,1,1,2,Yes,Email,42.75,Ad,0,0
66,181,10,Interior,2,Platinum,1,2,136772.26,0.28,1,0,0,3,No,Phone,46.41,Ad,0,0
30,338,7,Balcony,1,None,0,4,87963.9,0.57,1,0,1,7,Partial,Phone,35.06,Search Engine,0,1
50,173,10,Balcony,1,Silver,1,1,68159.39,0.6,0,1,1,5,Yes,Text,82.26,Ad,0,0
51,160,7,Suite,4,Silver,0,2,61683.94,0.36,0,0,1,2,No,Email,51.53,Ad,0,1
58,164,3,Suite,2,Gold,1,2,112042.62,0.65,1,1,1,3,Partial,Email,32.7,Ad,0,1
52,188,10,Balcony,4,None,1,1,49405.99,0.53,0,0,0,6,Partial,Text,54.16,Social Media,0,0
18,191,3,Interior,1,None,1,0,125709.75,0.49,1,0,0,5,No,Text,24.58,Search Engine,0,1
38,308,7,Interior,3,Gold,1,2,27500.01,0.59,0,0,1,5,No,Email,40.12,Ad,0,0
65,256,10,Oceanview,5,Gold,1,0,121788.49,0.74,1,1,1,2,Yes,Email,56.38,Ad,0,0
72,183,3,Oceanview,1,Platinum,1,1,108916.92,0.48,1,1,0,1,Partial,Text,57.8,Ad,0,0
23,117,5,Oceanview,1,Silver,0,3,71813.06,0.43,1,0,1,4,Partial,Email,63.43,Friend,0,0
45,282,14,Oceanview,2,None,1,2,62493.97,0.81,1,0,1,1,Partial,Email,69.55,Social Media,0,0
34,196,7,Oceanview,3,Silver,1,1,121964.47,0.47,1,0,1,6,Partial,Email,47.36,Search Engine,1,0
22,34,5,Oceanview,3,None,1,4,138984.5,0.55,1,1,0,1,Yes,Text,63.4,Ad,0,0
48,52,7,Interior,3,Silver,0,1,66591.99,0.47,1,1,0,1,No,Text,62.05,Social Media,0,1
22,112,7,Interior,2,Silver,1,1,102413.12,0.26,1,0,1,3,Yes,Phone,62.65,Ad,0,0
55,252,7,Oceanview,4,Silver,1,3,114384.91,0.45,1,0,1,2,No,Phone,27.76,Search Engine,1,0
20,82,14,Balcony,3,Platinum,1,1,103088.08,0.67,1,0,1,4,Yes,Email,53.89,Search Engine,0,0
70,232,7,Interior,4,Silver,1,1,86629.39,0.38,1,1,1,4,Yes,Email,45.65,Friend,0,0
40,227,5,Oceanview,2,None,0,2,73305.1,0.7,1,0,1,3,Partial,Phone,69.55,Friend,0,0
54,233,10,Balcony,1,None,0,1,93340.3,0.61,1,0,1,2,No,Phone,51.61,Friend,0,0
70,221,10,Oceanview,4,Gold,1,1,22428.62,0.35,1,0,1,2,Partial,Phone,44.03,Friend,0,0
54,42,3,Interior,1,None,1,0,125222.34,0.32,1,0,0,6,No,Email,45.34,Ad,0,0
27,21,5,Oceanview,2,None,1,6,33797.3,0.32,1,0,1,3,No,Email,44.48,Social Media,0,1
27,42,5,Interior,2,None,1,1,59845.36,0.44,1,0,0,8,No,Phone,52.36,Ad,0,0
36,113,7,Suite,1,Silver,1,1,74880.35,0.34,1,0,1,0,Partial,Text,54.83,Friend,0,0
34,105,7,Interior,3,None,1,1,55039.64,0.68,1,0,0,1,No,Phone,46.97,Friend,0,1
38,192,7,Balcony,2,Platinum,1,2,51152.53,0.32,1,0,0,5,Partial,Text,45.15,Ad,0,0
31,17,14,Interior,3,Platinum,0,0,127284.29,0.37,1,0,1,4,Yes,Text,35.67,Ad,0,1
26,120,10,Oceanview,4,Platinum,1,1,138890.79,0.73,1,1,1,5,No,Email,71.64,Social Media,0,0
63,129,3,Oceanview,6,None,0,2,131455.49,0.46,1,1,0,3,Partial,Text,45.87,Social Media,0,0
18,130,5,Interior,3,Platinum,0,1,110065.53,0.56,1,1,0,2,Yes,Text,53.6,Search Engine,0,1
68,60,7,Oceanview,4,Platinum,0,2,158936.58,0.57,1,0,0,9,No,Phone,56.24,Social Media,0,0
62,48,5,Interior,3,Platinum,1,0,77010.94,0.28,1,1,0,3,No,Phone,54.1,Social Media,1,0
30,29,7,Oceanview,4,Silver,0,2,74131.71,0.62,1,0,1,4,No,Text,43.1,Friend,0,1
21,97,10,Balcony,2,Silver,0,0,85337.96,0.59,1,0,1,4,Yes,Phone,58.92,Friend,0,0
79,10,5,Oceanview,3,None,1,1,127871.22,0.6,0,0,1,6,No,Phone,71.46,Search Engine,0,1
18,242,7,Balcony,1,Gold,1,2,102580.77,0.4,1,0,0,5,Partial,Phone,60.12,Search Engine,0,0
66,314,10,Balcony,2,None,1,3,136824.18,0.54,1,0,0,5,Yes,Phone,56.51,Social Media,0,0
57,232,7,Oceanview,1,None,0,2,86959.59,0.47,1,0,1,6,No,Text,59.73,Social Media,0,1
49,277,5,Interior,4,Platinum,0,2,40042.96,0.51,1,0,1,2,Yes,Text,50.99,Search Engine,1,0
51,284,7,Oceanview,2,None,0,3,64802.61,0.38,1,0,1,2,No,Text,45.86,Search Engine,0,0
45,203,3,Balcony,3,None,0,6,115741.94,0.47,1,1,1,3,No,Text,78.71,Friend,1,1
48,247,14,Interior,2,Platinum,1,1,70161.39,0.65,1,0,0,5,No,Text,73.0,Search Engine,0,0
25,290,3,Balcony,1,Platinum,1,2,87860.85,0.21,1,1,1,4,Yes,Email,42.78,Friend,0,0
56,264,7,Interior,3,None,1,2,92402.91,0.45,1,0,1,3,No,Phone,67.02,Friend,0,0
43,214,7,Balcony,3,Gold,1,1,139245.51,0.6,1,0,1,5,No,Email,57.0,Search Engine,0,0
75,200,14,Interior,3,None,1,0,111383.56,0.34,1,1,1,1,Partial,Text,51.95,Search Engine,0,0
51,79,5,Balcony,2,None,0,2,105499.0,0.56,1,0,1,3,Yes,Phone,72.62,Social Media,0,1
71,343,3,Oceanview,4,None,0,3,89739.26,0.57,1,1,1,1,No,Text,51.75,Social Media,1,1
71,344,3,Interior,5,None,1,2,60071.93,0.48,1,0,1,3,No,Email,53.82,Friend,0,1
20,173,5,Interior,3,None,1,1,92277.83,0.55,1,0,1,2,Yes,Text,57.33,Friend,0,1
76,69,5,Oceanview,4,None,1,2,150272.04,0.74,1,0,0,1,No,Phone,31.48,Search Engine,1,0
67,87,7,Suite,3,Platinum,1,3,100396.97,0.4,1,1,1,2,No,Text,54.1,Ad,0,0
29,101,5,Interior,7,Silver,1,0,68457.45,0.29,1,0,0,9,No,Text,29.23,Ad,0,0
18,8,3,Interior,6,Gold,1,2,72441.86,0.44,1,0,0,1,Yes,Phone,58.78,Search Engine,0,0
71,333,10,Oceanview,2,Silver,0,4,127559.01,0.35,0,1,0,4,Partial,Email,58.15,Friend,0,1
61,200,5,Oceanview,2,None,0,0,69025.14,0.56,0,0,1,1,Yes,Email,67.63,Friend,0,1
22,87,5,Oceanview,4,Platinum,0,0,78975.95,0.43,1,1,1,1,Yes,Phone,59.39,Ad,0,0
47,43,5,Balcony,4,Gold,1,1,50741.09,0.59,1,0,1,4,No,Phone,88.65,Social Media,0,0
47,109,14,Interior,7,None,1,1,76661.79,0.54,1,1,1,3,Yes,Email,28.82,Friend,0,1
76,152,5,Suite,3,None,1,1,99190.14,0.4,1,0,0,4,Yes,Phone,49.71,Search Engine,0,0
74,17,10,Oceanview,2,Silver,0,2,76104.51,0.36,1,0,0,3,No,Email,65.74,Friend,1,1
34,133,10,Interior,1,Silver,0,3,85739.07,0.29,1,1,1,1,No,Text,67.14,Friend,1,1
65,148,3,Balcony,3,Gold,1,2,50411.98,0.66,1,0,1,3,No,Email,41.4,Social Media,0,0
64,277,14,Balcony,4,None,0,1,68288.57,0.58,1,0,1,3,No,Phone,67.79,Ad,0,1
40,232,5,Oceanview,3,None,1,4,148965.36,0.44,1,1,0,2,Partial,Text,28.04,Social Media,1,1
32,314,3,Balcony,4,Silver,1,2,80980.99,0.59,1,0,0,3,Partial,Phone,37.92,Search Engine,0,0
54,228,10,Interior,2,Silver,0,1,95887.76,0.33,1,1,0,1,Yes,Email,56.17,Search Engine,0,0
38,139,10,Oceanview,2,None,0,0,60937.5,0.37,1,1,1,7,No,Text,54.2,Social Media,0,1
31,211,7,Balcony,4,None,1,6,86551.7,0.35,1,1,1,2,Yes,Email,68.82,Search Engine,0,0
19,28,5,Interior,1,Silver,1,1,76880.89,0.54,1,1,1,4,Partial,Text,63.38,Search Engine,0,0
28,51,7,Oceanview,2,Silver,1,1,118008.57,0.41,1,0,1,2,Partial,Phone,43.43,Friend,0,0
68,261,10,Balcony,4,None,1,3,116583.89,0.28,1,1,1,2,No,Email,68.88,Search Engine,0,0
56,261,5,Suite,3,None,0,2,119753.01,0.51,1,0,0,5,No,Text,58.26,Friend,0,0
55,350,5,Oceanview,2,Gold,1,1,87408.85,0.59,1,1,1,4,Partial,Text,62.42,Search Engine,0,0
77,352,3,Oceanview,2,Platinum,1,2,146195.46,0.48,1,0,1,1,No,Text,62.03,Ad,0,0
51,8,5,Oceanview,7,None,1,0,109113.56,0.67,0,1,1,1,No,Email,46.36,Social Media,0,1
55,320,10,Suite,2,None,0,4,42113.93,0.62,1,1,1,3,Partial,Phone,64.84,Ad,0,1
67,138,7,Balcony,3,Platinum,0,2,131274.37,0.67,1,0,0,5,Partial,Phone,55.15,Social Media,1,1
51,38,14,Interior,2,None,0,3,84827.43,0.62,1,0,1,2,No,Text,63.61,Friend,0,0
35,111,5,Oceanview,2,Silver,1,1,119153.93,0.54,0,1,0,5,Partial,Phone,72.35,Ad,0,0
47,220,10,Oceanview,3,Silver,0,0,53415.76,0.31,1,0,1,2,No,Email,48.55,Social Media,0,0
32,337,5,Balcony,3,None,1,1,82863.51,0.45,1,0,0,3,Yes,Phone,65.61,Friend,0,0
44,223,5,Balcony,2,Silver,1,1,107498.66,0.42,1,0,1,2,No,Phone,44.86,Search Engine,0,0
68,136,5,Balcony,3,Silver,0,1,92319.1,0.37,1,0,0,6,Yes,Email,43.04,Search Engine,0,0
51,256,5,Suite,2,Silver,1,1,80517.69,0.41,1,0,1,3,No,Email,49.88,Friend,0,0
69,360,7,Interior,4,None,1,2,11249.32,0.28,1,0,1,3,Partial,Phone,49.85,Social Media,0,0
74,329,14,Interior,4,Platinum,1,2,62804.51,0.63,1,0,0,5,Partial,Phone,56.96,Friend,0,0
55,49,7,Oceanview,4,None,1,3,55683.9,0.34,1,0,1,0,Partial,Phone,33.08,Social Media,0,1
50,292,5,Oceanview,4,Silver,1,1,29158.26,0.62,1,0,1,1,No,Text,58.45,Social Media,0,0
41,324,3,Interior,5,Gold,0,2,63717.4,0.7,1,0,0,2,No,Email,47.8,Social Media,0,0
32,78,3,Interior,4,None,1,2,140761.46,0.39,1,0,1,2,Partial,Text,21.62,Search Engine,0,1
77,105,7,Balcony,1,Gold,1,1,119728.56,0.42,1,0,0,1,Partial,Text,56.0,Social Media,0,0
47,169,10,Balcony,1,Platinum,0,2,59944.55,0.57,1,0,0,2,Partial,Text,71.21,Friend,0,0
72,217,14,Oceanview,3,None,0,3,67350.37,0.43,1,1,1,0,No,Text,65.97,Search Engine,1,0
59,119,3,Oceanview,4,None,1,1,67411.82,0.38,1,0,1,4,Partial,Phone,49.99,Social Media,0,0
68,190,7,Interior,2,Platinum,1,0,107681.56,0.57,0,0,0,3,Partial,Email,43.58,Search Engine,0,0
34,255,7,Balcony,3,None,1,3,97149.95,0.39,1,0,1,1,Yes,Phone,63.06,Search Engine,0,1
22,266,7,Balcony,3,None,1,0,63636.44,0.82,1,1,1,0,Yes,Email,43.59,Social Media,0,0
46,149,7,Oceanview,4,Platinum,1,3,67100.67,0.58,1,0,0,1,Partial,Text,49.35,Social Media,0,0
21,164,7,Interior,1,Gold,1,1,117438.6,0.6,0,1,1,1,No,Email,88.56,Friend,0,0
27,140,7,Interior,2,Platinum,1,2,130731.54,0.49,1,0,0,1,Yes,Email,72.31,Search Engine,0,0
73,347,3,Interior,2,None,1,3,58101.6,0.78,1,0,1,1,Yes,Email,47.3,Ad,0,1
34,258,10,Oceanview,2,None,1,1,81489.26,0.39,1,1,1,6,No,Email,60.28,Search Engine,0,0
27,269,3,Balcony,1,None,1,2,88852.41,0.61,1,0,1,5,Yes,Phone,73.91,Social Media,1,0
34,181,7,Balcony,3,Silver,1,0,79329.7,0.3,0,1,1,3,Yes,Text,57.02,Ad,0,0
77,160,7,Oceanview,1,Silver,1,3,118907.9,0.84,0,1,1,3,Yes,Phone,33.64,Ad,0,0
37,351,7,Balcony,1,None,1,1,80431.4,0.62,1,1,0,4,Partial,Text,55.16,Social Media,1,1
41,288,14,Suite,3,None,1,6,142244.03,0.36,1,1,0,2,Yes,Phone,46.59,Search Engine,0,0
22,288,10,Interior,5,Silver,1,4,121029.33,0.58,1,0,0,6,No,Phone,46.91,Ad,0,0
51,226,10,Oceanview,2,Silver,0,1,64408.81,0.66,1,0,1,6,No,Phone,39.97,Ad,0,0
23,11,7,Suite,4,None,1,1,87004.97,0.37,1,0,1,1,No,Email,33.5,Search Engine,0,1
70,10,10,Oceanview,2,Platinum,1,4,55703.0,0.43,0,1,0,2,Yes,Email,41.51,Social Media,0,0
19,271,7,Suite,3,None,1,1,73255.03,0.35,1,0,1,4,No,Email,61.46,Search Engine,0,0
30,273,10,Suite,3,Silver,1,1,111120.54,0.57,1,0,1,2,Yes,Email,64.9,Search Engine,0,0
79,183,7,Balcony,1,Gold,0,0,92372.25,0.53,1,1,1,2,Partial,Phone,82.02,Friend,0,0
60,153,14,Balcony,4,Silver,1,3,148375.72,0.5,0,0,1,2,No,Phone,42.84,Ad,0,0
60,315,14,Balcony,3,None,1,0,48341.6,0.38,1,1,1,3,Yes,Text,38.35,Social Media,0,0
65,334,10,Balcony,8,None,1,3,84011.03,0.47,1,1,0,3,Partial,Email,63.38,Social Media,0,1
28,124,5,Oceanview,2,Gold,0,2,69826.95,0.39,1,0,0,4,Yes,Email,27.95,Ad,0,1
68,114,3,Interior,3,None,0,1,75516.52,0.57,1,1,1,0,No,Email,20.24,Ad,0,1
64,278,10,Oceanview,2,Silver,1,0,86257.15,0.34,1,1,0,2,No,Email,62.78,Ad,0,0
74,213,5,Balcony,2,Platinum,1,1,64691.9,0.38,0,1,1,2,No,Email,36.3,Social Media,0,0
40,172,10,Interior,2,Platinum,0,2,113737.22,0.62,1,0,1,2,No,Email,39.86,Search Engine,0,0
72,288,7,Interior,7,Silver,0,2,137542.37,0.43,1,0,1,1,Yes,Phone,59.69,Search Engine,0,0
33,174,7,Interior,1,Gold,1,1,14934.84,0.76,1,0,1,6,No,Email,51.24,Social Media,0,0
48,113,14,Balcony,2,Platinum,1,1,126787.11,0.53,1,1,1,5,No,Email,46.11,Search Engine,0,0
28,122,7,Suite,1,None,1,1,160503.76,0.23,1,0,0,3,Yes,Phone,30.64,Friend,1,1
71,32,7,Suite,7,None,1,0,90691.58,0.3,1,0,0,0,No,Text,42.02,Friend,0,1
33,222,7,Oceanview,2,None,1,1,66681.25,0.41,0,0,1,4,Partial,Phone,42.72,Social Media,0,1
25,119,5,Balcony,3,None,1,4,67834.63,0.61,1,0,1,3,No,Email,44.02,Search Engine,1,0
21,39,10,Balcony,5,Gold,0,2,75766.21,0.6,1,0,1,2,No,Phone,59.22,Friend,0,0
57,268,5,Oceanview,1,Silver,1,2,97912.25,0.43,1,0,1,3,No,Email,55.02,Search Engine,0,0
21,233,14,Oceanview,3,Gold,0,2,72177.33,0.68,1,1,1,2,Partial,Phone,46.91,Ad,0,1
73,18,10,Interior,3,Gold,1,2,82604.23,0.55,1,1,0,3,Yes,Text,52.07,Search Engine,0,1
42,149,5,Suite,2,Silver,0,1,56322.95,0.45,1,0,0,5,No,Email,76.96,Friend,0,1
20,149,10,Oceanview,5,Silver,1,4,71296.19,0.68,1,1,1,6,No,Phone,55.62,Friend,0,0
49,126,7,Oceanview,3,None,1,0,72633.51,0.38,1,0,0,0,Yes,Phone,71.92,Social Media,0,0
20,302,5,Balcony,3,Gold,1,4,83929.36,0.58,0,1,1,2,No,Phone,41.62,Social Media,0,0
44,360,14,Oceanview,2,None,1,0,41342.86,0.6,0,0,0,2,No,Email,47.12,Ad,0,0
46,238,3,Interior,2,Silver,0,1,75104.33,0.59,1,1,1,3,Partial,Phone,45.24,Friend,0,0
49,135,5,Balcony,7,None,1,0,78565.65,0.48,1,0,1,1,No,Email,55.95,Social Media,0,1
67,151,7,Interior,4,Platinum,1,2,90543.3,0.63,1,0,1,3,Yes,Email,57.33,Social Media,0,0
78,236,7,Balcony,3,Platinum,1,1,126956.2,0.78,0,1,0,7,Yes,Text,58.3,Social Media,0,0
75,224,7,Oceanview,5,Silver,0,1,81959.56,0.48,1,0,1,2,No,Text,14.97,Ad,0,0
68,203,10,Balcony,1,Silver,1,2,48482.27,0.51,1,1,1,4,No,Phone,36.72,Ad,0,0
36,256,7,Balcony,1,Silver,1,0,88962.19,0.64,1,0,1,3,Yes,Email,53.94,Friend,1,0
38,86,7,Oceanview,3,None,1,1,63736.36,0.46,1,0,1,1,No,Phone,78.03,Ad,0,0
22,150,3,Oceanview,3,None,1,1,62959.75,0.46,1,1,1,6,Partial,Email,42.45,Friend,0,0
35,235,5,Balcony,4,Silver,0,2,76122.38,0.33,1,0,0,0,Yes,Email,83.46,Friend,0,1
45,345,5,Balcony,3,None,1,0,69416.3,0.24,1,0,1,2,No,Phone,30.02,Friend,0,1
59,22,5,Balcony,5,None,1,2,53048.71,0.33,1,1,0,4,No,Email,53.67,Social Media,0,1
78,348,7,Balcony,7,None,1,1,70443.98,0.63,1,1,1,5,No,Phone,47.6,Search Engine,0,0
39,285,5,Interior,1,None,1,2,98670.96,0.35,1,1,1,1,No,Email,42.59,Social Media,1,0
38,269,5,Oceanview,3,None,1,1,86216.06,0.57,1,1,1,1,No,Phone,63.52,Social Media,0,0
23,258,5,Suite,1,None,1,0,55219.38,0.72,1,1,1,3,Partial,Phone,48.86,Ad,0,0
18,29,14,Oceanview,2,None,1,3,59187.05,0.52,1,1,1,5,Yes,Text,27.42,Social Media,0,1
22,213,14,Interior,1,None,1,1,88697.64,0.37,0,1,1,2,No,Text,20.59,Friend,0,0
58,283,7,Oceanview,2,Silver,1,3,55384.72,0.48,1,0,0,0,No,Email,34.08,Search Engine,0,0
29,50,14,Interior,5,Platinum,1,0,58096.19,0.56,1,1,0,2,Yes,Phone,59.49,Ad,0,1
43,95,10,Interior,3,None,1,1,67869.43,0.56,1,0,0,3,No,Phone,46.98,Search Engine,0,1
63,88,7,Suite,6,Gold,0,1,55844.28,0.52,1,1,0,3,Yes,Phone,65.53,Ad,0,0
51,44,3,Oceanview,3,None,0,1,88021.98,0.59,1,1,1,3,No,Phone,47.78,Social Media,0,0
66,278,10,Interior,4,Silver,1,0,75769.7,0.65,0,0,1,1,No,Phone,54.17,Social Media,0,0
31,171,10,Suite,2,Silver,1,2,127127.26,0.43,1,1,0,1,No,Email,72.65,Social Media,0,0
43,189,7,Suite,6,Silver,1,0,50145.27,0.71,1,1,1,3,Partial,Text,47.2,Social Media,0,1
62,353,10,Oceanview,3,Silver,0,0,119523.26,0.55,1,1,1,4,Yes,Phone,79.39,Ad,0,0
44,184,7,Interior,1,None,0,1,92120.13,0.17,1,0,0,5,Partial,Phone,60.19,Ad,0,1
26,3,10,Balcony,5,None,1,1,129731.65,0.47,0,1,1,3,Partial,Phone,35.86,Friend,0,1
43,191,14,Balcony,2,Gold,1,0,125660.78,0.47,1,0,1,1,Yes,Email,31.92,Ad,0,0
74,118,5,Balcony,3,None,1,1,72187.78,0.66,1,1,0,3,Partial,Text,28.4,Ad,0,0
64,19,10,Balcony,6,None,1,3,42733.98,0.41,1,0,0,3,No,Text,50.55,Social Media,0,0
74,23,7,Balcony,3,None,0,1,80573.53,0.52,1,0,1,4,Partial,Phone,25.55,Friend,0,1
39,30,7,Interior,3,None,1,2,25700.66,0.29,1,0,1,3,Partial,Email,76.54,Search Engine,0,0
64,295,10,Balcony,6,Silver,0,3,104789.78,0.38,1,0,1,3,Partial,Text,83.58,Ad,0,0
73,108,3,Oceanview,1,Silver,1,3,89546.99,0.62,1,1,1,2,No,Text,25.97,Search Engine,0,0
47,281,7,Balcony,5,None,1,0,67031.85,0.32,1,0,1,1,No,Email,53.77,Social Media,0,0
60,128,5,Balcony,4,None,1,2,71513.14,0.64,1,1,1,4,No,Text,20.57,Social Media,0,0
65,229,7,Interior,6,Silver,1,1,54336.44,0.67,1,1,0,7,No,Email,60.66,Search Engine,0,0
78,111,7,Oceanview,1,Gold,0,1,84040.07,0.69,1,1,1,4,Yes,Text,64.15,Search Engine,0,0
34,136,10,Oceanview,3,Platinum,1,1,55241.49,0.73,1,0,0,5,No,Email,49.96,Friend,0,0
43,362,3,Oceanview,2,Platinum,1,3,83886.66,0.62,1,0,1,6,Partial,Phone,54.49,Ad,0,0
53,186,7,Balcony,6,Platinum,1,0,95593.02,0.56,1,0,0,4,Partial,Text,40.11,Ad,0,0
18,144,5,Oceanview,4,Gold,1,0,104500.8,0.59,1,0,1,2,Partial,Text,50.66,Ad,0,0
25,72,10,Balcony,2,Silver,1,0,98364.1,0.51,0,1,1,3,Yes,Text,60.71,Ad,0,0
66,129,14,Interior,3,None,0,0,76053.65,0.44,0,0,1,1,No,Email,47.19,Friend,1,0
52,364,14,Balcony,1,Silver,1,0,98323.18,0.62,1,1,1,1,No,Text,68.37,Social Media,0,0
78,261,10,Balcony,2,None,1,5,89053.47,0.57,1,0,0,3,Yes,Text,39.68,Search Engine,0,0
69,3,10,Balcony,6,Gold,0,0,88804.56,0.63,1,0,0,3,No,Email,45.22,Social Media,0,1
32,104,5,Oceanview,2,None,1,0,54206.18,0.47,0,0,0,3,No,Text,19.03,Friend,0,1
64,224,5,Suite,4,Silver,1,4,47551.23,0.48,1,1,1,4,Partial,Text,84.83,Ad,0,0
73,320,7,Interior,2,None,1,1,92738.68,0.53,1,0,1,0,Partial,Email,20.14,Social Media,0,0
39,362,10,Interior,4,Silver,1,3,99590.17,0.48,1,0,1,4,Partial,Email,66.7,Ad,0,0
31,354,14,Oceanview,6,None,0,1,66368.15,0.93,1,1,1,6,No,Email,56.4,Search Engine,0,0
43,10,5,Interior,1,None,1,1,120227.12,0.79,1,1,0,2,Yes,Text,49.92,Social Media,0,0
45,302,14,Suite,2,None,1,0,151402.31,0.5,0,0,0,8,Partial,Phone,36.65,Ad,0,0
40,231,7,Interior,4,None,1,2,137605.46,0.48,1,0,1,1,Yes,Email,43.07,Friend,0,0
31,219,7,Balcony,2,None,1,2,77000.56,0.57,1,0,0,4,No,Text,44.13,Search Engine,0,0
41,66,5,Balcony,4,None,1,0,72009.9,0.44,1,1,1,3,Yes,Phone,42.14,Ad,0,0
19,112,3,Interior,1,Gold,1,3,108604.93,0.43,1,1,1,3,Partial,Phone,18.12,Ad,0,0
62,13,7,Balcony,2,None,0,2,105365.93,0.51,1,1,1,5,Yes,Email,58.74,Friend,0,1
43,86,7,Interior,1,None,1,2,51605.19,0.44,1,0,1,3,Yes,Email,59.81,Search Engine,0,1
31,234,5,Oceanview,3,Platinum,1,2,77733.74,0.53,1,0,1,2,No,Email,44.78,Friend,0,0
76,90,7,Interior,5,Silver,1,2,104846.56,0.56,1,0,1,3,Yes,Email,49.34,Search Engine,0,0
73,314,10,Suite,2,None,1,3,58111.79,0.02,1,1,1,3,Partial,Email,58.66,Ad,0,1
68,54,10,Suite,4,None,1,2,62660.51,0.21,1,0,1,2,No,Text,29.28,Ad,1,1
24,12,14,Interior,2,Gold,1,3,67189.46,0.37,1,1,1,2,Partial,Text,25.73,Search Engine,0,0
20,209,5,Interior,3,None,1,2,73022.32,0.54,1,0,1,2,No,Email,50.14,Ad,1,1
64,14,5,Balcony,4,None,1,3,37922.17,0.38,1,0,0,3,No,Text,45.08,Social Media,0,1
40,121,10,Interior,1,Gold,1,3,105787.64,0.85,1,0,0,6,Partial,Email,43.61,Ad,0,1
63,20,7,Balcony,3,None,1,0,62975.95,0.63,1,0,0,5,No,Email,59.06,Search Engine,0,1
60,75,3,Oceanview,4,Gold,1,0,91071.31,0.79,1,1,1,2,No,Phone,44.07,Social Media,0,1
64,243,5,Oceanview,4,None,0,1,87852.64,0.64,1,0,0,0,Yes,Email,56.63,Search Engine,0,0
77,223,7,Balcony,2,Silver,1,3,54648.41,0.26,1,0,1,5,Yes,Phone,76.62,Social Media,0,0
62,70,5,Oceanview,2,Gold,0,2,32014.28,0.33,1,0,0,1,No,Text,81.5,Social Media,0,0
35,312,5,Suite,3,None,1,1,87673.97,0.42,1,1,1,2,Yes,Email,62.98,Friend,0,0
75,211,5,Suite,1,Gold,0,0,71927.5,0.32,0,1,1,4,No,Phone,14.28,Friend,0,0
55,101,3,Interior,2,Platinum,1,3,98664.73,0.66,1,0,1,7,No,Phone,59.47,Social Media,0,0
52,186,7,Interior,5,None,1,3,109366.64,0.48,1,1,1,1,No,Text,73.32,Social Media,1,1
68,132,7,Suite,2,Platinum,0,2,23837.76,0.53,1,0,1,2,Yes,Phone,54.0,Social Media,0,0
32,111,7,Suite,4,None,1,0,78068.06,0.71,1,1,0,2,Partial,Email,40.01,Friend,0,1
42,132,5,Interior,6,Gold,1,1,116252.5,0.79,1,1,1,2,Yes,Email,43.85,Friend,0,0
